image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
162092,Female,The woman is eating a piece of cake.,A woman holding a plate of food in front of a group of people.,A woman holding a plate of food in front of a crowd.,"['The woman is eating a piece of cake.', 'A lady is posing for the camera while many others look on. ', 'Woman with plated food near crowd of people.', 'There are many people who are gathered at a get together or a party', 'A woman holding a plastic utensil passing out a piece of cake.']"
36051,Female,A woman playing tennis in front of a blurry crowd.,A woman in a pink shirt and white skirt playing tennis.,A woman holding a tennis racquet on a tennis court.,"['A woman playing tennis in front of a blurry crowd.', 'A woman hitting a tennis ball with a tennis racquet.', 'A woman swinging a tennis racket at a ball on a court.', 'A woman swinging a tennis racket at a ball.', 'The woman is hitting a tennis ball with her racket.']"
4916,Female,Two small young girls hold hands as they look into a bedroom.,A woman and a child standing in a room.,A woman standing next to a little girl in a room.,"['Two small young girls hold hands as they look into a bedroom.', 'A black and white photograph of two girls looking at a bed.', 'Two girls come to say good morning to their grandma.', 'A girl is standing next to a boy and looking ahead.', 'Black and white photograph of two children holding hands.']"
263586,Female,A young girl holding a tennis racket on the court.,A woman swinging a tennis racquet at a ball.,A woman is playing tennis on a court.,"['A young girl holding a tennis racket on the court.', 'A young girl running and swinging a tennis racket.', 'A girl holding a tennis racquet on a court.', 'a young tennis player running on a court', 'A girl running after a tennis ball on the court']"
341113,Female,An Asian woman surfing in a wet suit.,A woman riding a wave on top of a surfboard.,A woman riding a surfboard on top of a wave.,"['An Asian woman surfing in a wet suit.', 'A woman on a surfboard riding a wave', 'A female surfer in a wetsuit riding a big wave', 'A woman riding a wave on top of a surfboard.', 'A woman in a wet suit riding a wave on a surf board.']"
137246,Female,A woman holding a hot dog on the street.,A woman is holding a hot dog in her hand.,A woman is holding a hot dog outside.,"['A woman holding a hot dog on the street.', 'A lady eating a hot dog with one bite taken from it.', 'A lady holding a hotdog in an outside eating area.', 'A woman in brown shirt holding a hotdog by tables with umbrellas.', 'A woman is holding a hot dog during the day.']"
197880,Female,A girl on a bed sits near the corner of the room.,A woman laying in bed next to a little girl.,A woman laying in bed next to a child.,"['A girl on a bed sits near the corner of the room.', 'a girl laying in bed with some kind of stuffed animal.', 'A woman laying in bed next to a large stuffed animal.', 'a small girl in pajamas in a bed with her stuffed animal', 'The young children are lying in the bed.']"
200471,Female,a female in a white dress is playing tennis,A woman hitting a tennis ball with a racquet.,A woman holding a tennis racquet on a tennis court.,"['a female in a white dress is playing tennis', 'a woman wearing a hat hitting a tennis ball', 'A woman holding a racquet toward a tennis ball.', 'A woman swinging a tennis racket at a tennis ball', 'A woman swinging a racket at a tennis ball.']"
277080,Female,The woman is eating a piece of pizza. ,A woman eating a piece of pizza with a fork.,A woman eating a piece of pizza in a restaurant.,"['The woman is eating a piece of pizza. ', 'A woman taking a bite out of a piece of pizza.', 'A woman eating a thin crossed cheese pizza. ', 'A woman eating a slice of thin crust pizza.', 'a women with a piece of pizza in her mouth.']"
504747,Female,A woman standing in a kitchen preparing food.,A woman standing in a kitchen with a stove top oven.,A woman standing in a kitchen with a cake.,"['A woman standing in a kitchen preparing food.', 'A woman in red hoodie standing next to a cake on cooling rack.', 'A woman smiles while standing next to a cake on the stove.', 'A lady making something in a home kitchen of some sort.', 'A young woman has just made a cake she gives a thumbs-up to as sme smiles at the camera. ']"
350171,Female,"The people  is playing  a  tennis game.
",A man swinging a tennis racquet on a tennis court.,A woman is playing tennis on a blue court.,"['The people  is playing  a  tennis game.\n', 'A tennis player serves the ball on the court.', 'Spectators watch a professional tennis player serve the ball', 'A tennis player on a court in the middle of a serve.', 'a tennis player getting ready to swing a racket']"
468613,Female,"In a restaurant kitchen, a woman prepare pizzas.",A woman in a kitchen preparing a pizza.,A woman in a kitchen putting toppings on a pizza.,"['In a restaurant kitchen, a woman prepare pizzas.', 'A worker puts toppings on a pizza at a pizza shop', 'A woman making pizzas inside of a professional kitchen.', 'a woman making a pizza that sits in front of her ', 'an employee in a red shirt sprinkling cheese on a pizza']"
63804,Female,A woman with a computer is eating a doughnut.,A woman eating a doughnut while sitting at a computer.,A woman eating a doughnut while sitting at a laptop.,"['A woman with a computer is eating a doughnut.', 'A women getting ready to eat a doughnut .', 'There is a woman eating a donut in front of a laptop.', 'The women eats a donut in front of her computer.', 'A woman eating a doughnut sitting at a laptop.']"
415882,Female,a woman lying on a bed underneath a blanket,A woman laying on top of a bed next to a window.,A woman is laying in bed with a blanket.,"['a woman lying on a bed underneath a blanket', 'A woman laying in bed next to a window.', 'A woman in a night gown lying on a bed.', 'A woman lounging in bed posing for this photo.', 'there is a woman with a robe on laying in bed']"
388601,Female,A woman sleeping on a giant piece of pizza.,A woman laying on top of a sleeping bag shaped like a pizza.,A woman sleeping on a bed with a pizza shaped like a face.,"['A woman sleeping on a giant piece of pizza.', 'A woman sleeps in a pizza shaped sleeping bag.', 'The woman is sleeping in a sleeping bag shaped like a piece of pizza. ', 'A woman in a sleeping bag shaped like a mushroom pizza.', ""Woman in a sleeping bag that's decorated like a pizza slice, including toppings.""]"
435598,Female,A woman standing in behind a tray of donuts.,A woman standing in front of a counter with donuts.,A woman in a pink shirt is looking at a donut.,"['A woman standing in behind a tray of donuts.', 'Barrista with an exposed bra strap behind a donut display.', 'A metal tray holding donuts under plastic wrapping.', 'A person with their back toward the camera, behind a counter', 'a female with a tattoo and three donuts on a tray']"
161877,Male,A parent standing up and playing Wii in their living room,A woman is playing a video game on the television.,A woman is playing a video game on the Wii.,"['A parent standing up and playing Wii in their living room', 'a man standing as he hold a wii remote in his hands ', 'A woman operating a Wii and a remote in a room by herself.', 'A woman standing in a room holding a Nintendo Wii game controller.', 'a male in a blue jacket is playing with a white controller']"
580986,Female,A woman with a tennis racket is tying her shoes.,A woman kneeling down on a tennis court.,A woman is kneeling down on a tennis court.,"['A woman with a tennis racket is tying her shoes.', 'A tennis player bends over to tie her shoe.', 'A woman on a tennis court tying her shoe.', ""She must tie her shoe first so that she doesn't trip."", 'A tennis player is tying her shoe with her tennis racket on the ground. ']"
153231,Female,A woman is sitting at a table and eating with two children.,A woman and a child sitting at a table eating food.,A woman and a child sitting at a table eating.,"['A woman is sitting at a table and eating with two children.', 'A group of people sit at a table with food.', 'Woman with two kids watching tv while eating', 'A mother and her two infants eat some food in the living room while watching a football game, from the fathers perspective.', 'A woman sitting on the floor eating with two kids. ']"
103496,Female,A woman and child stand next to a table with cake on it.,A woman and child sitting at a table with a cake.,A woman standing at a table with a child.,"['A woman and child stand next to a table with cake on it.', 'A lady, standing near the table with a baby, is posing for the camera. ', 'A woman stands beside a baby in a high chair; a table is set with a birthday cake and champagne. ', 'A woman setting up her house for a party.', 'a person standing next to a child in a booster seat']"
196574,Female,A woman is on a surf board surfing a wave. ,A woman in a wet suit riding a wave on a surfboard.,A woman in a wet suit riding a surfboard on a wave.,"['A woman is on a surf board surfing a wave. ', 'A woman balances herself while she is surfing.', 'A person on a surfboard in the water.', 'A person on a surfboard rides a wave.', 'The surfer is ready to tackle the wave,']"
330967,Female,A girl is hitting the tennis ball during a match.,A woman in a blue shirt and red skirt playing tennis.,A woman in a blue shirt and white skirt playing tennis.,"['A girl is hitting the tennis ball during a match.', 'A woman wearing blue pants and an orange shirt plays tennis', 'A woman in red shirt and blue pants playing tennis.', 'A woman on a court with a tennis racket.', 'A girl wearing a red tank top and blue pants playing tennis.']"
65736,Female,A woman in black shirt and skirt playing a game of tennis.,A woman swinging a tennis racquet at a ball.,A woman is playing tennis on a court.,"['A woman in black shirt and skirt playing a game of tennis.', 'A tennis player is hitting a ball on the court.', 'A woman wearing an Army t-shirt hits a tennis ball', 'a tennis player dressed in all black returning the ball', 'A woman tennis player in a black army shirt and tennis skirt, swinging a tennis racket.']"
146871,Female,A woman using a laptop in the dark on a bed,A woman laying on top of a bed next to a laptop computer.,A woman laying in bed with a laptop computer.,"['A woman using a laptop in the dark on a bed', 'Person Laying in bed in a darkened bed room.', 'A woman plays on her laptop in her bed', 'A woman uses a laptop in a dark bedroom while watching TV.', 'A woman using a computer in her bed in a dark room']"
515742,Female,A girl holding a stick with a hotdog on the end of it roasting it in a fire.,A woman standing next to a fire with a hot dog.,A woman standing next to a fire pit with a hot dog.,"['A girl holding a stick with a hotdog on the end of it roasting it in a fire.', 'A woman in striped shirt poking a fire with a stick.', 'LADY ALONG A PIER GETS FIRE GOING WITH THE OCEAN IN THE BACKGROUND', 'A woman is roasting a hotdog over an open fire.', 'A woman with a hot dog on a stick that she is holding in a fire pit.']"
289263,Female,A girl in bikini standing with surfboard on the beach.,A woman in a bikini standing on a surfboard.,A woman standing on a beach holding a surfboard.,"['A girl in bikini standing with surfboard on the beach.', 'A woman standing next to a surfboard at the ocean.', 'A woman is posing on the beach with a surfboard', 'A woman in a bikini stands next to a surfboard.', 'A woman wearing a bikini poses while she stands against her surfboard']"
469896,Female,A lady laying on a bed reading a book.,A woman laying on a bed reading a book.,A woman is laying in bed reading a book.,"['A lady laying on a bed reading a book.', 'a girl with glasses laying on a bed reading a book', 'A woman is laying on her bed reading a book.', 'A young woman laying on her stomach on top of a bed.', 'Retro picture of a girl on a bed reading. ']"
278323,Female,A female tennis player in action on the court.,A woman in a skirt and tennis shoes holding a racquet.,A woman holding a tennis racquet on a tennis court.,"['A female tennis player in action on the court.', 'A woman is reaching toward a tennis ball', 'a tennis player is throwing up the ball to serve', 'A woman with a racquet standing on a tennis court.', 'a woman throwing up a tennis ball during a serve ']"
482829,Female,A woman swinging a tennis racket at a tennis ball,A woman swinging a tennis racquet at a ball.,A woman holding a tennis racquet on a tennis court.,"['A woman swinging a tennis racket at a tennis ball', 'A woman that is holding a racquet hitting a ball.', 'a woman standing in front of a blue sign hitting a tennis ball ', 'a tennis player swinging a racket at a ball ', 'A woman is about to hit a tennis shot.']"
479953,Female,A soccer playing getting ready to kick a ball during a game.,A woman kicking a soccer ball on a field.,A woman in a soccer uniform kicking a soccer ball.,"['A soccer playing getting ready to kick a ball during a game.', ' a girl wearing all green playing soccer on a soccer field', 'A female soccer player about to kick the ball. ', 'A soccer player in action on a field.', 'A young woman kicking a soccer ball down a field.']"
531335,Female,A woman tucking a child into their bed at night.,A woman is helping a child to sit on a bed.,A woman is helping a child to get up in a bed.,"['A woman tucking a child into their bed at night.', 'A woman tucks a child into their bed.', 'A mom tucking her child into bed with his favorite stuffed animal.', 'Woman tucking in young child in old photograph.', 'A woman tucks a small boy into bed for the night.']"
283947,Female,a woman in a skirt gets ready to hit a tennis ball ,A woman in a tennis dress swinging a tennis racket.,A woman holding a tennis racquet on a tennis court.,"['a woman in a skirt gets ready to hit a tennis ball ', 'A young lady that is serving the ball to her opponent. ', 'A woman playing tennis on a tennis court while people watch. ', 'a woman jumping up to hit a tennis ball ', 'A woman is holding a tennis racquet preparing to serve the ball.']"
384089,Female,A girl in jeans and a top is lying on a bed. ,A woman laying on top of a bed covered in pillows.,A woman laying on top of a bed covered in a blanket.,"['A girl in jeans and a top is lying on a bed. ', 'A person lays on a bed stretched out.', 'A woman on a bed in a room.', 'A woman laying on her side in a bed. ', 'A sexy young woman laying on top of a bed.']"
498032,Female,A person standing in a room with a remote.,A woman holding a cell phone in her hand.,A woman is holding a cell phone up to the side of her head.,"['A person standing in a room with a remote.', 'A woman plays a video game with a controller.', 'A somber woman in a pink T-shirt raises a torch.', 'A woman holding a Wii controller in the air. ', 'a woman in a pink top with a video game controller']"
5038,Female,A woman sits on a bed with pillows.,A woman is standing next to a large bed.,A woman standing next to a large white bed.,"['A woman sits on a bed with pillows.', 'A woman sitting on bed in a bedroom.', 'A person in a room sitting on a bed.', 'An older woman sitting on a big queen sizes bed.', 'A woman is sitting on the edge of a white bed.']"
70426,Female,Adult woman with yellow surfboard standing in water.,A woman in a bikini is on a surfboard in the water.,A woman in a bikini holding a surfboard.,"['Adult woman with yellow surfboard standing in water.', 'A woman in the ocean holding a surf board.', 'A woman that is standing in the water next to a surfboard.', 'A woman with a surfboard in the water.', 'woman in a bikini surfing on a yellow surfboard']"
409708,Female,A woman is holding her daughter in front of a birthday cake with candles while another lady stands nearby ,A woman and two children are blowing out candles on a cake.,A woman and a girl blowing out candles on a cake.,"['A woman is holding her daughter in front of a birthday cake with candles while another lady stands nearby ', 'Three females next to a lighted birthday cake', 'A woman and two girls and a birthday cake.', 'A little girl sitting on a girls lap looking at a cake.', 'A girl holds a younger girl as they look upon a birthday cake.']"
185598,Female,there is a female surfer that is riding a wave,A woman in a wetsuit surfing on a wave.,A woman in a wet suit riding a wave on a surfboard.,"['there is a female surfer that is riding a wave', 'A woman riding on top of a wave on a surfboard.', 'A woman surfer riding a wave crashing behind her.', 'A woman surfer is at the bottom of a wave.', 'A woman surfer smiles as she rides the waves.']"
341603,Female,there is a woman holding a very large donut,A woman holding a large round donut in her right hand.,A woman holding a giant bagel in her right hand.,"['there is a woman holding a very large donut', 'A woman holding up a very giant doughnut next to her head.', 'A woman wearing glasses holding a giant donut.', 'A lady holding up a very big pastry item.', 'A woman holds a large donut with two hands.']"
350457,Female,A woman eating outside near a restaurant. ,A woman eating a doughnut outside of a building.,A woman eating a donut outside of a building.,"['A woman eating outside near a restaurant. ', 'A picture of a woman enjoying a donut outside. ', 'a person standing up eating a doughnut ', 'A woman enjoying a fresh donut outside a bakery', 'a lady eating something outside with purple benches behind her']"
524627,Female,a person at a table eating pizza ,A woman eating pizza in a crowd of people.,A woman eating pizza at a table with other people.,"['a person at a table eating pizza ', 'A blond woman sitting at a table eating food wearing a t-shirt that says ""Stop staring at my donuts"".', 'A very pretty lady eating a big pizza.', 'A woman is wearing a donut shirt while eating donuts.', 'a woman eating while others are standing around']"
388037,Female,a lady holds a basket of donuts and muffins with a bride in the background,A woman holding a basket of donuts and a box of donuts.,A woman holding a basket of fruit and a box of donuts.,"['a lady holds a basket of donuts and muffins with a bride in the background', 'An elderly lady holding a bin full of donuts next to two other women.', 'A woman holds a tray of doughnuts while walking next to a bride.', 'A woman holding a green box filled with doughnuts.', 'A women who is holding a box full of doughnuts. ']"
220531,Female,A woman standing over a pizza on top of a table.,A woman in a kitchen cutting a pizza.,A woman cutting a pizza on top of a wooden cutting board.,"['A woman standing over a pizza on top of a table.', 'Woman chooses which toppings to put on her pizza.', 'A very pretty lady near a big tasty looking pizza.', 'A woman is making homemade pizza at a table.', 'a pizza that is on a very messy table']"
179487,Female,A woman tennis player is about to return the ball. ,A woman is crouched down and holding a tennis racket.,A woman is kneeling down on a tennis court.,"['A woman tennis player is about to return the ball. ', 'A woman hitting a tennis ball with her knees bent.', 'a woman playing tennis and others watching her', 'The woman is on the court playing a game of tennis. ', 'A woman player is squatted down playing tennis.']"
449312,Female,A very nice cake dish with some pastries in it.,A woman is sitting at a table with a cake.,A woman is talking on her cell phone while sitting at a table.,"['A very nice cake dish with some pastries in it.', 'A woman standing behind a counter where several desserts are displayed in a glass container.', 'a woman sits behind a case of pastries ', 'A woman sitting in front of a case filled with sweets.', 'a woman staring and some do nuts in a plate', 'a woman standing near some cakes in a glass']"
70675,Female,a person using a remote control next to a cup,A woman holding a remote control in her hand.,A woman is holding a remote control in her hand.,"['a person using a remote control next to a cup', 'A woman intent on getting her remote to work.', 'A woman holding a remote in her hand and pressing a button.', 'older woman in glasses, pressing remote and coffee mug in foreground. ', 'A remote and cup held by a woman with glasses']"
563909,Female,A woman smiles while eating a pita sandwich.,A woman is eating a hot dog outside.,A woman is smiling while eating a hot dog.,"['A woman smiles while eating a pita sandwich.', 'A blonde girl wearing sunglasses and a big smile eats a sandwich.', 'a very smiley lady eating a sandwich in the street', 'A blonde woman wearing sunglasses is eating outdoors near some other people.', 'A woman is eating some food and smiling.']"
406182,Female,A woman holding up a doughnut over a table.,A woman holding a donut with pink icing and sprinkles.,A woman holding a donut with a bite taken out of it.,"['A woman holding up a doughnut over a table.', 'A woman holding up a large pink frosted doughnut.', 'The woman is holding a donut with icing on it.', 'A woman in purple holds a pink glazed donut.', ""Woman in glasses looks over as she's holding up a donut""]"
190423,Female,A woman prepares to release her bowling ball. ,A woman is playing bowling on a bowling alley.,A woman playing bowling on a bowling alley.,"['A woman prepares to release her bowling ball. ', 'A woman holding a bowling ball on top of a bowling alley.', 'A woman is bowling at a bowling alley', 'a woman is stepping forward and holding a bowling ball', 'A lady in action on the bowling alley.']"
35567,Female,A lady with a young girl standing in front of a few english muffins. ,A woman and child are preparing food on a table.,A woman and child preparing food in a kitchen.,"['A lady with a young girl standing in front of a few english muffins. ', 'A mother and daughter making english muffins together.', 'a woman and a little girl with baked goods on a pan', 'A mom and her daughter prepare to make dinner together.', 'A woman bending over near a child over hamburger patties.']"
411438,Female,A young woman plays tennis on a tennis court.,A woman in a pink shirt and white skirt playing tennis.,A woman holding a tennis racquet on a tennis court.,"['A young woman plays tennis on a tennis court.', 'this is a tennis player about to hit a ball ', 'A lady with a tennis racket hitting the ball in the tennis court', 'A beautiful woman holding a tennis racquet while wearing a short skirt.', 'The lady has her tennis racket  aimed at the ball in the air. ']"
52016,Female,A person standing by a building with a doughnut.,A woman in a blue shirt holding a donut.,A woman holding a hot dog in her hand.,"['A person standing by a building with a doughnut.', 'A WOMAN IS EATING A DOUGHNUT AND SMILING ITH IT IN HAND ', 'There is a woman who is holding a donut.', 'A woman with a cake and bag on the street', 'A woman eating a doughnut with a smile on her face.']"
453792,Female,A woman standing next to a black snowboard.,A woman holding a snowboard in her arms.,A woman holding a snowboard in a room.,"['A woman standing next to a black snowboard.', 'a female holding a bag and a snowboard in its cover', 'A woman that is standing next to a snowboard.', 'A woman holding a skateboard inside the house', 'A woman stands indoors next to a snowboard while holding a bag. ']"
432429,Female,a female tennis player in a black top playing tennis,A woman swinging a tennis racquet at a tennis ball.,A woman is playing tennis on a court.,"['a female tennis player in a black top playing tennis', 'The tennis player is going for the tricky ball.', 'A young female winding up to hit a tennis ball.', 'A girl on a tennis court holding a racket getting ready to hit the ball. ', 'A woman playing tennis with her racket ready behind her.']"
508006,Female,Two women standing behind a birthday cake that is sparking.,A woman lighting a candle on a cake.,A woman lighting a birthday cake with a candle.,"['Two women standing behind a birthday cake that is sparking.', 'A cake made of twinkies with a sparkler as a candle.', 'Two females staring behind a cake on a table with a large candle.', 'Birthday cake with firework style candle in front of two girls.', ""A cake with a sparkler sticking out of it's center.""]"
368844,Female,A woman with dark makeup on holding a sandwich.,A woman in a dress holding a sandwich in a kitchen.,A woman holding a sandwich in a kitchen.,"['A woman with dark makeup on holding a sandwich.', 'A teenage girl with black hair and black makeup wearing kandi bracelets on her hand and holding up a sandwich.', 'The girl has a sandwich and other condiments out with it. ', 'A lady holds up a sandwich in a kitchen.', 'A young woman holding up a white bread sandwich in her kitchen ']"
514904,Female,A woman holds a Weiner in each hand. ,A woman holding two hot dogs in her hands.,A woman holding a hot dog in her hand.,"['A woman holds a Weiner in each hand. ', 'The woman is holding up two large hot dogs. ', 'a woman is holding two hot dogs in her hands', 'A woman holding two sausage rolls on a sidewalk', 'A man with sunglasses holding a hot dog in each hand.']"
104424,Female,A tennis player stands on a court holding a racket and smiles.,A woman standing on a tennis court holding a racquet.,A woman holding a tennis racquet on a tennis court.,"['A tennis player stands on a court holding a racket and smiles.', 'A woman standing on a tennis court in the sun.', 'A tennis player poses with her racquet on the court', 'Lady standing on the tennis court posing with the racquet', 'A person on a court with a tennis racket.']"
340704,Female,A woman holding a sandwich up to her mouth.,A woman eating a sandwich in a restaurant.,A woman is eating a sandwich in a park.,"['A woman holding a sandwich up to her mouth.', 'A woman eating a sandwich in a room with lots of light.', 'an old woman eating a  sandwich staring very smiley', 'A white haired woman takes a bite out of a sandwich.', 'a person taking a bite out of a sandwich']"
62692,Female,A woman standing on top of a tennis court.,A woman is playing tennis on a tennis court.,A woman is playing tennis on a court.,"['A woman standing on top of a tennis court.', 'a tennis player with a racket on the court', 'a girl that is on a tennis court with a racket', 'a woman is out on a court playing tennis', 'A woman prepares to hit a tennis ball during a match.']"
212927,Female,A Woman sitting on top of a bed while using a laptop computer.,A woman sitting on a bed with a laptop.,A woman sitting on a bed with a laptop computer.,"['A Woman sitting on top of a bed while using a laptop computer.', 'a girl laying in bed with her laptop', 'A girl sits on her bed using a laptop. ', 'a person sitting in a bed with a laptop', 'Woman in a bed with a laptop on her lap next to a window.']"
28671,Female,A girl making weird face and holding a lighter.,A woman is cutting hot dogs on a plate.,A woman holding a hot dog in a bowl.,"['A girl making weird face and holding a lighter.', 'A woman sitting at a table in front of a plate of hot dogs.', 'Woman lights a candle before eating her hotdogs', 'A woman in grey sweater lighting a candle at table with hotdogs.', 'The lady at the table is lighting the candle with a lighter. ']"
523097,Female,a women that is eating some kind of sandwich,A woman is eating a doughnut in a restaurant.,A woman is eating a donut in a restaurant.,"['a women that is eating some kind of sandwich', 'A nerd holding a piece of food up to her mouth.', 'A young woman is eating food with her hand.', 'there is a woman with glasses eating a donut', 'a close up of a person eating a doughnut']"
39202,Female,A very pretty girl working with some food in a kitchen.,A woman in a kitchen preparing donuts with a machine.,A woman in a kitchen making donuts.,"['A very pretty girl working with some food in a kitchen.', 'A female chef holds two buns, with several on plates in the background.', 'a chef preparing a bunch of pastries for a restaurant ', 'female chef is making biscuits in a restaurant', 'A woman in a chef coat holding bread loaves.']"
89814,Female,A woman eats some food at a social gathering on the patio.,A woman is eating a hot dog on a bun.,A woman is eating a hot dog at a party.,"['A woman eats some food at a social gathering on the patio.', 'A woman takes a bite out of a hot dog.', 'A woman standing behind someone sitting in a chair while eating food. ', 'A woman at a party eats a hot dog.', 'A woman eating food on a deck at a party ']"
92190,Female,A woman in a wet suit is carrying her surfboard in the water.,A woman holding a surfboard walking into the ocean.,A woman holding a surfboard while walking into the ocean.,"['A woman in a wet suit is carrying her surfboard in the water.', 'A surfer in a wetsuit walks through the water carrying her white board.', 'A woman walks out of the ocean carrying her surfboard.', 'A surfer with surfboard wading through the surf.', 'Individual is doing something at the moment that is intriguing.\n']"
492084,Female,A young girl brushing a woman's teeth on a couch.,A woman brushing a young girl's teeth in a room.,A woman brushing a young girl's teeth with a toothbrush.,"[""A young girl brushing a woman's teeth on a couch."", ""A toddler attempts to brush a woman's teeth."", 'A woman plays with a toddler sitting on a couch.', 'Great picture of many individuals having a good time.\n', 'a child with a tooth brush in a persons mouth']"
438497,Female,A woman putting frosting on a cake on a plate ,A woman is cutting a cake with a knife.,A woman is decorating a cake with icing.,"['A woman putting frosting on a cake on a plate ', 'A woman sitting at a table putting icing on a cake. ', 'A woman putting icing on a homemade cake.', 'a person sitting at a table making a cake', 'A female applying icing on a cake at home.']"
372233,Female,"A person is doing something by itself and interesting.
",A woman is serving hot dogs on a plate.,A woman is serving a plate of bananas.,"['A person is doing something by itself and interesting.\n', 'A woman with a bun on a plate on top of some food in a bucket.', 'a person with a sandwich on a plate ', 'a woman preparing food on top of a table.', ' Woman preparing a hamburger and other food']"
150292,Female,"Human being having fun and enjoying some life. 
",A woman holding a plate of food and a cup.,A woman holding a sandwich in her hands.,"['Human being having fun and enjoying some life. \n', 'A woman holds some baked goods at the convention.', 'A girl carrying a sub sandwich and a pretzel. ', 'Woman standing with food items in hand at public event.', 'a woman with a big smile and glasses on']"
407909,Female,"A photo of a person being taken in this picture.
",A woman in a black dress playing a game of tennis.,A woman in black shirt and white skirt playing a game of tennis.,"['A photo of a person being taken in this picture.\n', 'A female tennis player in a black outfit anticipates the ball. ', 'A girl ready to use her tennis racket on a court. ', 'A tennis player is ready for action to take place.', 'A woman in defensive stance on a tennis court.']"
434583,Female,A person is doing something by itself and interesting.,A woman in a soccer uniform kicking a soccer ball.,A woman in a white uniform kicking a soccer ball.,"['A person is doing something by itself and interesting.', 'Girls are playing soccer on a soccer field. ', 'Young women are playing soccer with a woman going after the ball.', ""This is a women's soccer game and a woman in white uniform is about to kick the ball."", 'A female soccer player running towards a soccer ball.']"
335207,Female,A woman and a little girl are sitting at a table in front a birthday cake. ,A woman and a child sitting at a table with a cake.,A woman and a child are sitting at a table with a cake.,"['A woman and a little girl are sitting at a table in front a birthday cake. ', 'A woman and a girl with a birthday cake on a table.', 'A woman sitting next to a little girl near a cake.', 'A little girl and woman standing near a birthday with lighted candles.', 'A woman talking to a toddler with a cake on the table.']"
419816,Female,A young woman is laying in bed with a phone.,A woman laying on a bed with her head on a pillow.,A woman laying in bed with her head on her pillow.,"['A young woman is laying in bed with a phone.', 'A lady wearing a black and white dress laying on a bed.', 'A beautiful young blond laying on top of a bed.', 'Woman asleep on a bed fully dressed in a black dress.', 'A woman covering her eyes lying on a bed next to a cell phone.']"
103536,Female,A woman is in action on the tennis court.,A woman swinging a tennis racquet at a ball.,A woman swinging a tennis racquet on a tennis court.,"['A woman is in action on the tennis court.', 'A woman playing tennis on the tennis court', 'A pretty young lady swinging a tennis racquet on a tennis court.', 'A woman with a yellow hat playing tennis. ', 'A female tennis player lunges to hit the ball.']"
355247,Female,A woman hitting a volleyball on a beach court.,A woman in a bikini jumping in the air with a volleyball.,A woman in a bikini jumping to catch a frisbee.,"['A woman hitting a volleyball on a beach court.', 'The woman in the swimsuit is reaching for the volleyball. ', 'A woman in a bikini hitting a volleyball', 'a woman in a bikini hitting a volleyball', 'The woman is jumping and hitting a volleyball.']"
282719,Female,The woman in black pants stands holding a video game remote.,A woman in a dress playing a video game.,A woman in a dress holding a Wii controller.,"['The woman in black pants stands holding a video game remote.', 'a woman holding a Wii controller looks at something off-camera', 'A woman with a remote playing a game', 'A female with a wii control in her hand.', 'A woman holding a Nintendo Wii game controller.']"
26560,Female,A woman on a surfboard riding a wave.,A woman in a red bikini riding a wave on a surfboard.,A woman in a red shirt riding a wave on a surfboard.,"['A woman on a surfboard riding a wave.', 'A young woman at the ocean waters surfing', 'A woman in a red tankini rides a wave on her surfboard.', 'Woman on surfboard in red swim suit riding breaking ocean wave.', 'A women who is on a surfboard riding a wave.']"
248235,Female,A woman sitting at a table with birthday decorations.,A woman sitting in front of a birthday cake with lit candles.,A woman sitting in front of a birthday cake with candles.,"['A woman sitting at a table with birthday decorations.', 'a woman is sitting with a birthday cake and some candles', 'A woman sitting in front of a birthday cake, posing for a picture.', 'A women who is sitting by a birthday cake.', 'A woman sitting at a table with a cake with candles.']"
493022,Female,the woman is standing in the ocean with a hat ,A woman in a hat is sitting on a surfboard in the ocean.,A woman in a hat is sitting in the water.,"['the woman is standing in the ocean with a hat ', 'An older Asian woman wading in a body of water', 'A woman standing in the water wearing a hat.', 'A woman wearing a hat wiping her face wading in the ocean.', 'An older Asian woman standing in the ocean']"
118542,Female,"A sad, young girl sits on her bed, moping. ",A woman sitting on a bed with a laptop.,A woman sitting on a bed looking at a laptop.,"['A sad, young girl sits on her bed, moping. ', 'the lady is sitting in front of the computer', 'A woman sitting on a bed watching a lap top.', 'A young woman in a black shirt sitting down.', 'A woman sitting on a bed looking at a computer screen.']"
2261,Male,A man on a blue raft attempting to catch a ride on a large wave.,A woman in a wet suit riding a boogie board in the ocean.,A woman is laying on a surfboard in the water.,"['A man on a blue raft attempting to catch a ride on a large wave.', 'The boy is looking back at a wave in the ocean. ', 'A young man is body surfing and paddling in the water.', 'A man in a black shirt plays on an ocean wave.', 'A boy riding a boogie board in the ocean waves.']"
519755,Female,Strength in a tennis match can prove successful.,A woman swinging a tennis racquet on a tennis court.,A woman in a blue dress playing tennis.,"['Strength in a tennis match can prove successful.', 'A female tennis player begins to hit the ball with her racket', 'A female tennis player sets up to strike a ball.', 'A woman on a tennis court in mid-stride with her racquet back.', 'A woman taking a swing at a  tennis ball']"
