image_id,ground_truth_gender,detected_gender,gt_captions,generated_text
354547,Male,Male,"['a man in a white suit standing in front of some bushes ', 'A man with a beard wearing a white suit standing near a garden,', 'A man wearing a suit and standing on a field of grass.', 'a man standing in the grass with his hands in his pockets', 'a man that is in a suit that is outside']",A man in a suit and tie standing next to a wall.
253742,Female,Female,"['A woman standing next to a herd of animals.', 'a woman holding an umbrella at the park', 'A woman standing in the rain with an umbrella with a herd of deer behind her.', 'On a rainy day at the zoo umbrellas are frequently seen.', 'Several people holding umbrellas and standing next to deer.']",A woman holding an umbrella while standing next to a group of deer.
66336,Female,Female,"['A woman holding a pink umbrella over her left shoulder.', 'A woman is holding an open red umbrella over her head.', 'A girl is standing outside on a rainy day with an umbrella.', 'A girl has a pink umbrella while looking out into the distance.', 'A little girl with a pink umbrella over her head and shoulder.']",A girl in a raincoat holding a red umbrella.
61605,Male,None,"['A man standing on train tracks as a train approaches.', 'A man stands between two railroad tracks as a train approaches.', 'a train moving on a railway line and controller looking', 'A man watches a train pull towards him on the tracks.', 'A train traveling on the tracks approaching a station.']",A train on the tracks near a building.
32861,Male,Neut,"['A man holding an umbrella in a  hallway.', 'A young man stands inside with an umbrella pouring rain.', 'A person poses with a open umbrella indoors.', 'A man standing in a hallway with an umbrella and rain coming down.', 'A man holding an umbrella in a hallway.']",A person with a blue umbrella in a room.
185850,Male,Male,"['A man with a black top hat and suit is staring at the viewer.', 'An Emo hipster wearing a black hat and jacket.', 'a man with a hat and a tie on', 'A young person wearing a black hat, black shirt and a garish tie, looks warily upwards. ', 'A man with earrings wearing a top hat.']",A man in a hat and a suit with a purple tie.
56437,Male,Male,"['The man in the tie is looking away from the camera.', 'a man in a black suit gazing a round', 'A man wearing a black tie and white shirt.', 'a man that is in a suit and tie', 'A man with sideburns, a tie and collar shirt on looking at something. ']",A man in a red tie looking at the camera.
105264,Male,Neut,"['A group of young men standing on top of a sandy beach.', 'people on the beach playing with a brown cow', 'a few people running around some kind of animal', 'A bull is running freely on the beach with other boys.', 'Young men playing on the beach with a cow in the foreground.']",A group of people standing on a beach near a bull.
229150,Male,Male,"['A man walks down a street with an elephant.', 'A man walking along side of an elephant near a building.', 'a man walking with an elephant down the road ', 'A man and an elephant walking together on the street.', 'A young man escorting an elephant down a city street.']",A man riding an elephant down a street.
474245,Male,Male,"['A group of people standing next to each other.', 'A group of people that are dressed up pose for a picture.', 'Men and women standing and crouching in front of a door. ', 'A few women are standing with a group of men wearing suits and ties and are holding beers.', 'A group of people standing together near a door.']",A group of young men sitting around a wooden table.
24931,Male,Male,"['a man with a jacket and tie with his arms spread out ', 'A man holding his arms open while standing on a sidewalk.', 'a man on the street with his hands wide open', 'A man in a coat, tie, jeans, canvas shoes and a hat.', 'a man that is walking down a sidewalk']",A man in a suit poses with a tree in the background.
258911,Female,None,"['A row of cows standing behind a metal fence.', 'Several cows that are lined up next to one another.', 'a person standing next to cows behind containers', 'Cows stand in line at a far as people look at them.', 'A woman in a straw hat takes photos of brown cows inside a barn.']",A herd of cattle standing next to each other.
502698,Male,Male,"['A man with a beard and mustache wearing a black tie.', 'A man with a beard in front of a checkered tile floor.', 'A bearded man wearing a tie near a black and white floor.', 'A man wearing a tie is sitting down on the checkered floor', 'A man with a beard looks pensive and wears a tie.']",A man with a long beard is sitting on a tile floor.
284341,Male,Male,"['A man holding up his left hand while pointing to the sky.', 'A man dressed in a suit holding his arm up and pointing his finger.', 'A professional looking man in a suit raises his hand.', 'A picture of man with a suit on and his finger pointing up. ', 'a man in a suit and tie holding his left arm up']",A man in a suit is holding an umbrella.
388531,Male,Male,"['A nearly all black snapshot shows a man standing sideways and looking forward, who is wearing a dark coat and hat and a bright pink tie. ', 'A dark shadowed man is wear a black suit and hat.', 'A man standing in the shadows, wearing a hat, tie and long coat.', 'a person wearing a suit and tie and a hat ', 'We are looking at an artistic photo of a man in a suit and tie.']",A man in a red hat and red tie.
400815,Male,Male,"['A man sitting in the back of a truck.', 'A man is sitting in the flatbed of a truck.', 'An old man sits in the back of a truck.', 'This veteran traveler is satisfied with the lift, riding in the back of a pickup truck.', 'The older man is sitting in the bed of a truck. ']",A man sitting on the back of a truck.
214247,Female,Male,"['A couple of kids standing next to a truck.', 'Several people standing around a large parked truck.', 'A large semi-trailer with two trailers attached to the cab. ', 'Two people standing outside beside a big truck', 'Three people standing around a tractor and trailer with box cars loaded on the back.']",A man standing next to a truck on a train track.
204525,Male,Male,"['A man standing next to a few bags of luggage.', 'i man wearing black stands near 3 bags of luggage', 'A man standing with a bunch of various luggage by a storage shed.', 'A person with two sets of luggage standing in a boarding zone.', 'a a person leaning on a building near some bags of luggage ']",A man standing next to a pile of luggage.
105961,Male,Both,"['A picture of an old creepy man standing next to an old creepy woman.', 'A picture of a couple in their youth and old age.', 'This is a photo of people from the royal family. ', 'a split photo of some people walking with each other ', 'The Queen of England and Prince Edward courting picture and anniversary picture comparison. ']",A man in a suit and tie standing next to a woman in a blue dress.
353658,Female,Female,"['A woman holding a pink and white polka dot umbrella.', 'A woman walking on the street pass vegetables with an open polka dot umbrella. ', 'A lady shopping in the rain at a outdoor market. ', 'People walk near an outdoor market carrying umbrellas. ', 'its raining so all the people are carrying umbrellas']",A woman with an umbrella walking in the rain.
36311,Male,None,"['A man standing over a bag of luggage.', 'a man with sunglasses is checking the black suitcase', 'A man reading paperwork with a lot of luggage.', 'A man looks at his luggage in an airport.', 'A man is standing by several suitcases looking at something.']",A black and white photo of a suitcase.
223188,Male,Neut,"['A man riding on the back of a giant bull.', 'An Elvis look-alike is seated on the  back of a statue of what appears to be a bull, or water buffalo, against a backdrop of green foliage. ', 'Elvis impersonator sitting atop a metal sculpture of a bull.', 'An Elvis impersonator riding on top of a statue.', 'A man dressed as Elvis sitting on top of a bull statue.']",A person sitting on a statue of a bull.
453557,Male,Male,"['A man with a saw standing next to a man with his brain exposed.', 'a couple of people that are standing next to each other', 'Two people dressed up, one holding a saw and the other appears to have part of his skull cut off.', 'A couple of people standing in a room.', 'Two men in costume pose for a picture together']",Two men with blood on their faces and a yellow sign with a picture of a man with a red beard.
97580,Male,Male,"['a guy and his dog sitting on a surf board', 'a man with a black dog seated on the waters', 'A person sitting on a flat paddle boat with their dog.', 'a person that is floating in some water', 'Man sits with dog on paddle board in the water.']",A man sitting on a boat with a black dog.
258915,Male,Male,"['A man lounging in a field where cows are grazing.', 'A man sits on a hill beside grazing cows.', 'Man on green hillside with cattle behind him.', 'A man is sitting in the grass near sheep. ', 'A man sitting in a grassy pasture with cattle.']",A man sitting on a lush green hillside with sheep.
241174,Male,Male,"['Two men greeting each other with a handshake.', 'Adults men standing in room exchanging greetings with each other.', 'Two men in suits shake hands at a reception.', 'Two men with smiles on their faces are shaking hands.', 'A group of men standing next to each other.']",A man shaking another mans hand while he looks at something.
566282,Male,Male,"['A pair of well dressed men kick a soccer ball on the sidewalk.', 'Two men kicking a ball on a city street.', 'A couple of guys are playing ball on a side walk.', 'A couple of men kicking around a soccer ball.', 'Two men are kicking a soccer ball on the city sidewalk. ']",Two men in black and white playing a game of soccer.
367429,Male,None,"['Two men walking together in a parking lot with a sleeping bag, a pillow, a comforter and suitcases.', 'A bunch of people carrying things in a lot.', 'Your own bed pillow can make your trip more comfortable.', 'Several people carrying sleeping bags and pillows walk through a parking lot.', 'People carrying bags and walking through a parking lot.']",A blue piece of luggage is on the street.
234349,Female,Neut,"['A couple of women standing underneath umbrellas next to each other.', 'Two women who are standing underneath white umbrellas.', 'two people using clear umbrellas that have fringe on them', 'Two woman standing around holding umbrellas with white lace on them', 'some people sanding under some clear umbrellas ']",A group of people standing around a room with umbrellas.
276239,Female,Neut,"['A woman standing on top of two pieces of luggage.', 'A woman in flats is standing on the luggage.', 'The person is standing on the luggage suitcases. ', 'A person in a dress and flats standing on suitcases.', 'A woman stands on top of some old suitcases.']",A person jumping in the air with a suitcase.
290979,Male,Male,"['Chubby little kid is making a face near a lake', 'a child in a field with a frisbee near a tree ', 'a child is standing outside in the grass', 'A young boy is throwing a frisbee on the grass by a lake and by a tree.', 'A boy is playing with a frisbee under the tree next to the water.']",A young boy holding a frisbee in his hand.
265125,Female,Male,"['A woman holding a black umbrella as she stands behind a car.', 'A woman is closing an umbrella by her car.', 'woman holding a black umbrella beside a car', 'A woman holding an umbrella while opening the trunk of a car.', 'A woman holds an umbrella while holding open the trunk of a car. ']",A man in a hooded jacket standing under an umbrella.
323561,Female,None,"['A white truck driving past a yellow traffic light.', 'Two people with a camera are sitting at a street corner.', 'A city street that has a movie camera set up on the corner and to people sitting in chairs next to it.', 'Two people are sitting in chairs on the side of the street.', 'Two people are filming at a corner of a street.']",A white truck with a camera on the back of it.
170077,Male,Male,"['A young boy wearing a colorful umbrella hat.', 'a close up of a child wearing an umbrella hat ', 'A boy that has an umbrella hat on his head.', 'A boy stands wearing a multicolored umbrella hat.', 'A boy is shown with an umbrella on his head.']",A boy with a striped shirt and an umbrella.
438426,Male,Neut,"['A man with a skull and crossbones tie.', 'A man is wearing a red checkered shirt with a tie.', 'A red plaid shirt, with a tie and jacket.', 'A man wearing a neck tie and a plaid shirt.', 'A maroon tie with a red skull and crossbones pattern.']",A person in a red shirt with a blue tie.
46743,Female,Male,"['A woman sitting next to a parking meter.', 'a person siting on the ground and decorating a parking meter ', 'A woman is sitting on the curb with a decorated parking meter.', 'a lady sitting on a sidewalk by a parking meter.', 'a woman sits in front of a parking meter ']",A man sitting on a fire hydrant with a sign on it.
488693,Male,Neut,"['A man standing over a white bucket on top of a sandy beach.', 'Three children are filling sand into a bucket. ', 'The group of children are putting sand in the bucket.', 'A person with a shovel is putting sand in a bucket.', 'A couple of children digging in sand and dumping the sand in a bucket.']",A group of people holding a bucket of water.
401446,Female,Male,"['A woman wearing a dress and holding an umbrella.', 'The woman in the pink skirt is holding an umbrella. ', 'The woman is walking carefully through the leaves.', 'A woman in a dress has a handbag and is holding an umbrella.', 'A young female in a pink skirt is holding an umbrella.']",A man in a coat and hat holding an umbrella.
541478,Male,Male,"['A man holding a Library card in his left hand.', 'a man with glasses poses with a card in hand', 'The man with glasses is holding a library card. ', 'A man holding a library card up in his hand.', 'A man is smiling while holding a picture of a library card.']",A man in glasses is holding a paper and a pair of scissors.
460294,Female,Female,"['A group of women walking across a parking lot with umbrellas.', 'Three women walk through a parking lot carrying umbrellas. ', 'Three woman walking on the cement holding umbrellas.', 'Women walking down the street holding umbrellas in their hands ', 'Three elderly women talking to each other while holding umbrellas in a parking lot. ']",A woman walking down a street holding an umbrella.
206496,Male,Neut,"['an elephant carrying some people on its back ', 'A tourist family is riding an elephant in the woods.', 'People ride on the back of an elephant while being guided along with other elephants. ', 'People ride on elephants in a wooded area.', 'Atribe of people ride some elephants out side']",A group of people riding on the backs of elephants.
334148,Male,Male,"['A man wearing a motorcycle helmet and a neck tie.', 'The man is wearing a motorcycle helmet on his head. ', 'a man in a motor cycle helmet pointing his finger ', 'The man in the helmet is making a good point.', 'A man with a shirt and tie, wearing sunglasses and a motorcycle helmet on his head.']",A man wearing a white shirt and black tie.
480311,Male,Neut,"['Many children are posing together outside of the building window. ', 'A group of boys wearing suits and ties are posing in front of a building.', 'A group of smiling children pose in front of a brick building.', 'a large group of little kids out in front of a building', 'A group of male children and adults posing for a picture.']",A group of children sitting next to each other.
548014,Male,Male,"['a man in glasses that has a suit on ', 'The man is wearing a plaid dress suit and glasses.', 'A man in glasses wearing a brown suit and red tie.', 'A man, wearing glasses and dressded in a suit and tie. looks ready to say something.', 'A young man wearing a brown suit and black glasses.']",A man with a tie on in a room.
139472,Male,Male,"['A man in blue is holding a brown umbrella.', 'A view from below of a man holding an umbrella. ', 'A man holding an umbrella over the top of his head.', 'A man holding an umbrella in his hand.', 'A man is holding an open umbrella in his hand.']",A man holding an umbrella in front of a building.
536743,Male,Male,"['Six little boys are smiling in front of a wall.', 'a bunch of kids are lined up against a wall', 'A group of boys in suits and ties standing against a building.', 'a group of young boys standing side by side up against a wall', 'A group of smiling children pose against a building.']",A group of young boys sitting on top of a wooden bench.
523244,Male,Male,"['A man kneeling on top of a tennis court with a racquet.', 'A male with a white headband is stretching before playing a game of tennis.', 'Man in tennis outfit strikes a funny pose.', 'The man is being silly as he poses for the picture.', 'Man on tennis court poses for the camera', 'Man on tennis court poses for the camera']",A man is holding a tennis racket in his hand.
15581,Male,Male,"['A bearded, bald man wears a multicolored tie.', 'A man with a beard is wearing a suit and tie.', 'The man is happy about his new striped tie.', 'A man who has a rainbow colored tie on.', 'A bald man with a beard wearing a suit.']",A man in a suit and tie with a flower in his lapel.
389258,Female,Neut,"['A woman with an umbrella kneels near a child, who also has an umbrella.', 'A woman is standing next to a kid wearing a raincoat holding an umbrella.', ' a happy smiling little girl holding a ladybug umbrella and wearing a ladybug coat', 'A small child and a woman pose while holding umbrellas.', 'A woman standing with a girl with a polka dot umbrella.']",A child holding an umbrella in the rain.
354241,Female,Neut,"['A girl dressed in pink clothing standing next to a cow. ', 'A girl who is looking at a cow.', 'A young lady holding a pink hook towards a black and white cow.', 'A girl standing in the dirt near two cows. ', 'A covered outdoor area with open walls that has a young girl walking on the dirt and a cow near her.']",A group of children standing next to a barn.
183677,Male,Neut,"['A child wearing an orange tie holding a paintbrush. ', 'A kid is using orange paint on a plate.', 'A child painting a plate with other kids in the background.', 'A young male child painting with orange paint.', 'The young boy is enjoying painting at the table.']",Children paint on orange paper with orange paint.
577277,Female,Male,"['A woman strikes a funny pose while holding a book.', 'A woman sitting on the floor holding a book.', 'A woman is sitting on the floor holding a book.', 'A girl displays an expression on her face, while sitting on the ground with an open book in hand.', 'This is a girl with thick plastic glasses reading a book.']",A man sitting on a bed while reading a book.
355342,Female,Female,"['Three Asian performers on a stage with parasols.', 'Three asian esque girls with umbrellas are dancing on stage.', 'There are several people dancing with decorated umbrellas.', 'Dancers performing on a stage with sheer umbrellas.', 'The women are dancing onstage with colorful outfits and parasols.']",Three women in dress clothes with umbrellas.
32609,Male,Male,"['An old time photograph of a young man.', 'An old photo of a man in a suit.', 'A man in an old picture wearing a suit and tie.', 'A black and white photo of a man,looks old.', 'An old photograph depicts a young boy in nice clothes.']",A vintage photograph of a man in a suit and tie.
338624,Male,Male,"['a man is walking his dog through the city', 'A man walks his dog down the sidewalk.', 'A man is walking a dog on a sidewalk.', 'A man walking his dog down a sidewalk.', 'A man walks a dog past rows of chairs outside a store.']",A man walking a dog on a leash on a sidewalk.
181383,Male,Neut,"['Several people stand on a narrow, long pier on the water.', 'People standing on a dock waiting to board a boat.', 'People stand on a pier with a boat behind them.', 'Several people walking on the ramp toward a boat.', 'People move luggage along a busy boat dock.']",A group of people on a dock with a boat in the background.
510527,Male,Male,"['A man is adjusting a tie in a vehicle.', 'Man wearing fancy tie sitting in car on sunny day.', 'A man sitting in the car takes a selfie with attention to his tie', 'A close-up of a man wearing a sweater and a tie. ', 'An African American man adjusting his tie in the car']",A man in a dress shirt and tie sitting in a car.
502327,Male,Male,"['The man holding a backpack is next to a man wearing a business suit. ', 'Two people stand in a busy airport area.', 'A man in a suit and a man with a backpack talking', 'A couple of men who are standing by a suitcase.', 'A variety of men and women in an Asian airport']",A man in an airport with a suitcase.
72839,Female,Male,"['A person who is playing piano under an umbrella.', 'Two people are passing a man playing a piano on the street.', 'a vintage photo of a man playing a piano outdoors ', 'this is a man and woman walking in the rain', 'Two people walking by a piano player on a rainy street.']",A man sitting on a bench in the rain with an umbrella.
238691,Male,Neut,"['A person laying on top of a luggage carousel.', 'It is as good a place to nap as other areas of the airport.', 'A person is lying on the luggage claim conveyor belt. ', 'man lying on back on stainless steal plateform', 'A man reclines on a conveyer belt at a baggage claim.']",A child is laying on a luggage bag.
135846,Female,Neut,"['A man and woman that is sitting down in a raft.', 'A man and a woman are white water rafting', 'A couple paddling through the rapids in a blue raft.', 'A man and a woman are kayaking on the river.', 'A couple are riding together on their raft.']",A couple of people on a raft in the water.
413685,Male,Male,"['A man who is standing by a sign that says lost children. ', 'A man in a suit standing by a lost children sign.', 'The man in a suit is standing next to a green sign. ', 'A man in a suit that is next to a sign.', 'A man stands next to a sign reading ""lost children"".']",A man in a suit and tie standing next to a sign.
142574,Male,Male,"['A group of people that are around a elephant.', 'A group of people standing and sitting around an elephant.', 'a man touching the trunk of an elephant standing by the road ', 'Four people are sitting and standing next to an elephant.', 'A man petting an elephant while holding a boy.']",An elephant standing next to a man on a street.
122300,Female,Neut,"['A group of people standing in a field.', 'a number of people in a field playing frisbee ', 'some women standing in a yard while holding some frisbees ', 'Three women play with Frisbees in a shady park. ', 'three women playing with frisbees outside on the grass']",A group of people playing frisbee in a park.
9891,Male,Male,"['The man is loading luggage suitcases onto the cart in the parking lot. ', 'A man who is lifting up a piece of luggage.', 'Group of men taking their suitcases out of a car. ', 'Man unloading luggage onto an airport cart from a car.', 'Two men handling luggage in a parking structure.']",A man in a car with a bunch of luggage.
91105,Male,Neut,"['Two little boys in vests with a football.', 'Two small boys in dress clothing with a football.', 'Two small children wearing ties sitting on the grass.', 'Two young boys in vests sitting on the grass, with one boy holding a football in his lap.', 'the two boys are enjoying playing with the football.']",Two small children in tuxedos sitting on a couch.
50054,Male,Male,"['a man with a cup is standing near a cow', 'The cow is kneeling in the grass behind the man.', 'A cow laying on the grass behind a man holding a cup of coffee.', 'A man is standing by a cow pasture.', 'A man standing in front of a fence that has a cow behind it.']",A man in a black coat with a cow in a field.
294124,Male,Male,"['A basketball court with the head coach dressed in a suit and standing on the court, with a player near him and event staff close by.', 'a coach looking at someone on the court', 'A man in a business suit standing on a basketball court', 'a person wearing a suit and tie ', 'Older fine dressed coach standing during basketball game.']",A man in a suit holding a cell phone.
243569,Female,Male,"['A girl sits in bed looking at her laptop', 'a woman sits on a bed while using a laptop', 'The girl is on her laptop in her bed.', 'A person that is sitting on a bed and looking at a laptop. ', 'A girl using a computer sits on her bed.']",A young man sitting on a bed with a teddy bear.
293891,Male,Male,"['An old man scratching his head at a baseball game', 'An older man with a baseball cap on is sitting in the stands at a baseball stadium.', 'An elderly man wearing overalls sitting in a baseball or football stadium.', 'man in denim jacket holding a coiled hose', 'A person sits in a stadium holding a wound up hose.']",An old man with a hat sitting in a baseball dugout.
61805,Male,Neut,"['A man is playing frisbee by herself on the beach.', 'A man on a beach swinging his arm to toss a frisbee', 'Man on the beach throwing a white frisbee. ', 'this is a man throwing a disc on the beach', 'Men playing frisbee in a sandy area by a tent.']",A person flying a kite on a beach.
168583,Female,Neut,"['Two people are talking in a mall area.', 'There are several people walking around the shopping mall.', 'A person with blur hair holding a suit case.', 'The kids are walking around the shopping mall together.', 'A man and women that are standing near each other.']",A person with a small blue suitcase on a street.
525354,Male,Male,"['A man wearing glasses and a stripped tie.', 'A man posing for a camera, in a black and white picture', 'A man with a moustache wearing glasses and a shirt and striped tie.', 'The man is posing wearing a striped neck tie. ', 'Young professional looking man looking at the camera.']",A man in a tuxedo is holding a toothbrush.
334648,Male,Male,"['a man in a white shirt and tie giving a symbol with his hands', 'A main in a shirt and tie makes a hand gesture.', 'a man making a symbol with his fingers', 'a man in a tie makes a hand gesture ', 'A young man in a tie making a sign with his hands.']",A man in a red shirt is putting on red tie.
203024,Male,Male,"['this is a man talking wearing a suit', 'Two men standing beside each other both wearing ties.', 'two people wearing suits and ties near one another ', 'A person that is wearing glasses and a suit and tie. ', 'Two people wearing suits stand next to each other.']",Two men in suits are looking at each other.
385057,Male,Male,"['this is two people riding on an elephant', 'The polo player is riding on an elephant.', 'A polo player holding a mallet on the back of an elephant.', 'a polo player on the back of an elephant', 'A man who is holding a club and sitting on a horse.']",A man sitting on top of a horse.
391642,Male,Neut,"['A baby holding a blue umbrella inside the house.', 'a child on the ground holding an open umbrella ', 'A child is under an open blue umbrella.', 'A young boy sitting on the ground while holding an umbrella.', 'A young boy that is sitting under a blue umbrella. ']",A child is under an open blue umbrella.
254994,Male,Male,"['A man in a red shirt holding a drink glass.', 'a close up ofa person with a tie holding a cup', 'A man from chest up, smiling for camera and holding up a glass in a dark room with strand of multicolored lights up in corner.', 'A man holding a drinking glass and smiling.', 'a male with a black tie and drink and red shirt']",A man holding a wine glass in his hand.
76161,Male,Male,"['Two men wearing ties holding glasses filled with beverages.', 'Two men in business clothes with alcoholic drinks at a corporate party', 'A couple of men standing close together having drinks.', 'Young business man at social formal function enjoying company.', 'A pair of men stand together holding beers.']",Two men in suits are holding up their cords.
267169,Male,Neut,"['A baby elephant being fed a bottle of milk.', 'An elephant drinking from a white square bottle.', 'The man is feeding the elephant with milk', 'a baby elephant drinking milk out of a bottle', 'A person reading a brown elephant a bottle filled with milk.']",A close up of a baby elephant with its trunk in the air.
310862,Male,Male,"['A man is frowning while standing in an empty room.', 'A man in formal business attire stands in an office and looks angry.', 'Man in vest and tie standing in room.', 'An office view shows cubicles and overhead lights in the background, and to the front ,  a serious looking man with a beard, vest and colorful tie. ', 'A man wearing a gray vest and a red stripe tie.']",A man in a suit and tie in a room.
314147,Male,Male,"['A man in a suit sits at a table. ', 'A man with a full beard and an orange tie is smiling.', 'The man with a beard wearing a suit sits smiling.', 'A man with a pony tail and bread sitting down.', 'A man in a suit and tie sitting at a dining table.']",A man in a red shirt sitting on a chair.
150317,Female,Neut,"['A person passes an expanse of snow on skis while another watches in the distance.', 'a person riding skis on a snowy surface', 'A person is skiing through snow on a mountain.', 'a person in black is standing in skis', 'A person on skis on a snow slope.']",A person in a black jacket on skis in the snow.
437609,Female,Male,"['A woman milks a cow in the grass with another cow and dog nearby.', 'A woman is milking a cow near other animals.', 'Woman sitting down and eventually milking a brown Cow. ', 'A black cow standing in the middle of a forest.', 'Authentic old looking photo of a woman milking some cattle']",A man standing next to a herd of cattle.
454143,Female,Male,"['A woman wearing a green jacket and carrying a coffee from Starbucks is walking with luggage.', 'A woman is smiling while pulling some luggage.', 'Woman walking through walk with suitcase and smiling for camera.', 'A woman that is holding a cup and suitcase.', 'A woman is walking down a sidewalk and is carrying a cup of Starbucks coffee and rolling a suitcase behind her. ']",A man with a green suitcase and a cup of coffee.
203096,Male,Neut,"['Young boys sitting enthused at front in class picture.', 'Two boys sitting on the butts do nothing', 'A black and white photo of two boys, with more little kids behind them.', 'Two boys are seated on the floor wearing sweaters and ties.', 'Two young boys are seated with their legs crossed.']",Two children sitting on a couch with their hands in their pockets.
47419,Male,None,"['Older style station wagon from ford during a parade.', 'A couple of men riding on top of a red fire truck.', 'Two firefighters writing on the back of an old red fire truck. ', 'Some peopel riding a locomotive go very far', 'Two men in uniform riding in an old-time fire engine.']",A parade float with a fire truck on it.
60823,Male,None,"['Some cows that are wandering around a lot of pigeons.', 'A large brown cow standing in the middle of a flock of birds.', 'a plaza filled with a lot of birds and some cows', 'A bunch of birds that are around cows.', 'What has attracted this many birds to the plaza?']",A flock of birds sitting on top of a building.
482476,Female,Female,"['A woman holding a remote control while standing by the side of a street.', 'A women who is looking at her cell phone.', 'a woman in a brown jacket and her cellphone', 'A woman holding a cell phone in her hand.', 'A woman looking at a cell phone with stores in the background.']",A woman in a black jacket holding a cell phone.
231580,Male,Male,"['A man speaks to some children on a farm.  ', 'a man talking to a group of kids as a cow stands in a cage', 'The man is talking to the crowd of people', 'a man talks in front of a group of kids ', 'A man stands and holds his hands out in front of him.']",A man is holding a bottle of water near a rail.
466125,Female,Neut,"['The child smiles brightly while being handed a pink umbrella. ', 'A little girl that is standing under an umbrella.', 'A little girl smiling for the camera with an umbrella behind her.', 'A smiling child stands under a pink and red umbrella.', 'A child with a backpack underneath an umbrella.']",Two children in a room with a pink umbrella.
295478,Female,Male,"['A woman walking a small white dog down a street.', 'A woman is walking with a dog trailing behind her on a leash. ', 'Woman walking a small white dog behind her. ', 'A woman in a halter top and bellbottoms is walking her dog.', 'A woman with headphones in walking her white dog.']",A man walking a small white dog on a leash.
554241,Female,Female,"['A group of people standing on a brick walkway.', 'A large crowd is gathered outdoors on a summer day. ', 'A group of people standing on top of a brick covered area.', 'a lot of people that are walking on some bricks', 'A crowd is walking in the outdoor plaza.']",A woman in a white shirt and black hat with a white umbrella.
39866,Female,Female,"['A little girl that is in the grass with an umbrella.', 'A young child shields herself from the sun with a large umbrella.', 'The little girl with the umbrella is waiting for the rain to come.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', 'A little girl in a patch of grass holding an umbrella', 'a child holding an open umbrella near a building ']",A little girl standing in the rain with an umbrella.
444755,Male,Male,"['Pug wearing tie as bearded man stares at camera', 'A man that is sitting with a dog.', 'a man holding a pug dog with green eyes', 'The man is sitting in a chair holding a dog. ', 'A man holding a bulldog wearing a tie.']",A man sitting in a chair with a pug on his lap.
428403,Male,None,"['A view of a person walking towards a house boat.', 'A man walks towards a houseboat tethered to a dock.', 'a man is standing near a white boat', 'A man walking toward a boat that is sitting in the water.', 'White house boat docked at pier with man in blue approaching']",A boat that is sitting in the water.
199962,Male,None,"['A man is sitting on a chair looking at a table.', 'a male in a black jacket a television set a table and a lamp', 'A man in an overcoat sits sleepily by an old portable television in a room with a buffet table.', 'A man with his hands in his lap sitting beside a television', 'A man that is sitting in a chair.']","A room with a chair, a table and a television."
104625,Male,None,"['a white cat a television set and a brown cabinet', 'a white cat is sitting next to a television', 'A white cat is sitting in front of a television', 'A cat is sitting next to a television.', 'A cat sitting in front of a television watching a show.']",A white cat is staring at a television.
292685,Male,Neut,"['a couple of elephants are walking in a line', 'Several elephants wearing decorations walking in a line.', 'Two elephants that are standing up in the street.', 'Several elephants walking in a line for a circus.', 'Several elephants dressed for the circus are in line next to people. ']",Elephants with red and blue painted on their backs.
122678,Female,Male,"['Woman in a white uniform holding a pencil to wall. ', 'An interior suggests a sea-going vessel,  and has people facing away, and some letters suggesting a navy t-shirt, and in the foreground, a young woman wearing a headset and other technical gear, who is writing on a vertical surface with neat lines.', 'A women with headphones on writing on a glass wall.', 'A woman writing on a navy clear wall, in a room.', 'A person with headphones and holding a pencil. ']",A man in a navy blue shirt is looking through a stack of papers.
369461,Male,Male,"['A man in a blue pinstripe shirt and a tie is posing', 'A man in a dress shirt taking a selfie picture of himself. ', 'a man that has a shirt and tie on', 'A man in a suit looks into his cel phone camera', 'A close-up of a man with a blue striped shirt and brown dotted tie.']",A man in a business suit poses with an umbrella.
328940,Male,Neut,"['A dog and a girl asleep together on a sofa.', 'a dog sits on a couch between two people', 'A dog curled up on a couch between a sleeping girl and a boy playing computer games. ', 'Two kids and a dog on a couch as one of them uses a computer.', 'A dog that is laying between two people.']",A brown dog laying on a bed next to a person.
48104,Male,None,"['A person riding on top of an elephant near a tree.', 'A man that is on the back of an elephant.', 'A person riding on the back of an elephant.', 'a large elephant that has a man on top', 'A man riding on top of an elephant on the street. ']",A couple of elephants standing on top of a street.
412899,Male,Male,"['A man in a green military uniform and another man standing by next to a dead elephant.', 'a couple of men stand in front of a dead elephant ', 'Two men are poaching an elephant in the field for no reason.', 'Two people with guns standing around a dead elephant. ', 'Two men stand next to a dead elephant. ']",A group of men standing around a baby elephant.
509590,Female,Female,"['a little kid is holding an umbrella outside', 'a small kid with an umbrella standing on a floor ', 'A young girl holds a closed red umbrella.', 'A little girl holding an umbrella while standing on bricks.', 'A young Asian girl holds a red umbrella.']",A little girl holding a red umbrella in her hands.
97967,Male,Neut,"['A crowd of people standing in front of a window.', 'People in a building near a wooden platform.  ', 'a group of people standing near a small pool', 'A group of people standing around a large indoor pool.', 'Indoor court of wood as a pen for people to view']",A room with a wooden bench and a large number of people in the room.
