image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
212421,Female,A woman standing in front of a giraffe pen,A giraffe is eating from a persons hand.,A giraffe is eating food from a woman's hand.,"['A woman standing in front of a giraffe pen', 'A girl petting a giraffe under its chin in a zoo.', 'there is a young girl that is petting a giraffe', 'Even big Giraffes love to have their necks scratched.', 'A little girl reaches across a fence to pet a giraffe who has his chin up in the air.']"
542939,Male,A large dog standing next to a man holding a child.,A man laying on a couch with a dog.,A man laying on a bed with a dog.,"['A large dog standing next to a man holding a child.', 'A man holding a baby up on the floor next to a beagle dog.', 'The man plays with a baby as a dog stands near. ', 'A man plays on the floor with a small child and dog.', 'A man playing with his child while a dog watches']"
18462,Male,a man waiting for a bus at a stop on a corner,A red bus is stopped at a bus stop.,A man is waiting to cross the street as a bus approaches.,"['a man waiting for a bus at a stop on a corner', 'A man standing and preparing for the oncoming bus to pick him up.', 'A man standing and waiting for a red bus to pick him up.', 'A guy by a big wet street with some traffic.', 'A man stands on the side of a wet road with a bus in the background.']"
408903,Male,A kid sitting on a snow pile next to a Morningside Ct. street sign.,A child sitting on a pile of snow next to a street sign.,A child sits on a pile of snow on a road.,"['A kid sitting on a snow pile next to a Morningside Ct. street sign.', 'A child smiles while sitting on a pile of snow. ', 'A young kid is sitting on a pile of snow that almost covers a road sign. ', 'a kid is sitting in the snow near a street sign', 'a young kid sitting on a pile of snow next to a street sign ']"
405530,Male,A man sitting on a bench looking out to sea.,A man sitting on a bench overlooking the ocean.,A bench sitting on top of a pier next to a body of water.,"['A man sitting on a bench looking out to sea.', 'The statue of a man sitting is near the ocean. ', 'A rusty statue of a man is overlooking a lake. ', 'a figure of a person is sitting on a bench by the water', 'a statue of a man sitting on a bench ']"
523494,Male,Several people are waiting to get on a city bus.,A group of people waiting to board a bus.,A group of people boarding a bus on a street.,"['Several people are waiting to get on a city bus.', 'A crowd of people waiting to get on a bus.', 'A group of people waiting to board a commuter bus headed to the Subway.', 'People waiting in line near a passenger bus.', 'A large group of people waiting for the city bus.']"
353866,Male,A man wearing a hat while standing next to a body of water.,A man wearing a hat and sunglasses standing on a beach.,A man in a hat and sunglasses standing next to a boat.,"['A man wearing a hat while standing next to a body of water.', 'a man is standing in a jacket and hat', 'A man wearing a hat and jacket stand in the foreground with boats in the background.', 'a black and white photo of a man wearing a hat', 'A man standing in front of canoes in the water.']"
206620,Female,a little girl sitting in front of a cake plate.,A girl is sitting at a table with a birthday cake.,A girl is standing in front of a birthday cake.,"['a little girl sitting in front of a cake plate.', 'A girl smiles down at a train cake.', 'A little girl holding a dessert made of little cakes in the shape of train cars.', 'A girl is looking at a vehicle themed birthday cake.', 'A girl is holding a pastry designed to look like cars.']"
197130,Male,A man walking behind a city bus next to a building.,A bus parked on the side of the road.,A bus stopped at a bus stop with people standing on the sidewalk.,"['A man walking behind a city bus next to a building.', 'Some people crossing a street with a big bus in it.', 'A bus stopped in a bus stop as people cross the street.', 'A city bus stopped on a downtown street.', 'Commuter bus parked at curb with pedestrians walking nearby.']"
442582,Male,A yellow and white bus driving down a street.,A bus is parked on the side of the road.,A bus driving down a street next to a tall building.,"['A yellow and white bus driving down a street.', 'An intersection with a bus, motorcycle, and person on a bike with a man waiting to cross.', 'a big bus that has some people next to it', 'A bus approaching an intersection with bicyclists and cars while a man stands at the corner. ', 'Large buses that are parked on the road nearby a motorcycle and bicycle.']"
88848,Female,a couple of pictures that have some people and some fire hyrdons,A series of photos showing a fire hydrant and people.,A collage of photos with a fire hydrant and people.,"['a couple of pictures that have some people and some fire hyrdons', 'Multiple pictures of fire hydrants, a woman standing near a tree, and people posing in front of a boat.', 'A picture collage with fire hydrants and people.', 'Two pictures of a fire hydrant with two pictures of people.', 'A collage of photos including two which portray colorful fire hydrants.']"
236166,Male,A man holding a small white dog while wearing a black hat.,A man wearing a hat and a hat with a dog.,A man wearing a hat and a hat holding a dog.,"['A man holding a small white dog while wearing a black hat.', 'a man wearing a hat holding a dog wearing a hat', 'A man holding a dog wearing a costume in his arms.', 'A man in period costume holds a dog in period costume.', ""Man cradling dog dressed in uniform with it's head resting on his shoulder.""]"
252294,Female,A woman sitting on top of a bed with curtains hanging over it.,A man is smiling while sitting on a bed.,A man is smiling while holding a suitcase.,"['A woman sitting on top of a bed with curtains hanging over it.', 'Two people that are laying in bunk beds and looking up.', 'A pair of people lean out from behind curtains and smile.', 'A person is sitting behind a curtain with another person behind them.', 'A guy peeks out from behind a curtain.']"
440529,Male,A man wearing a glove with a bird on top of it.,A man holding a hawk in his hand.,A person holding a large bird in their hand.,"['A man wearing a glove with a bird on top of it.', 'a man holds on to a big bird ', 'Man holding up a large bird in front of people. ', 'a man with a hawk sitting on his arm', 'A man wears a glove holding a bird. ']"
1180,Female,A woman standing over a sheet cake sitting on top of a table.,A woman standing in front of a cake with a large clock on it.,A woman standing in front of a cake with a large knife.,"['A woman standing over a sheet cake sitting on top of a table.', 'A LADY IS HAVING A CELEBRATION AND LOOKING AT HER CAKE', 'A lady in a hat standing in front of a big cake. ', 'A woman wearing a hat while looking at a cake.', 'A woman in a silly hat cuts the cake.']"
464824,Male,A person is bending over to pick something off the ground.,A man bending over to pick something up off the ground.,A woman bending over to pick something up off the ground.,"['A person is bending over to pick something off the ground.', 'A man getting water from a fire hydrant on a sidewalk.', 'A man leans on a pole as he bends down.', 'The woman is bending over to pick something up off of the ground.', 'A person holds on to a post while bending over on a side walk.']"
126833,Male,A man sitting on a bench near a pole.,A man sitting on a bench in a plaza.,A man sitting on a bench in a library.,"['A man sitting on a bench near a pole.', 'A person is sitting by themselves on a park bench.', 'The young man is sitting on the bench alone. ', 'A man sits on a bench outside under a lamp.', 'A man sitting on a bench near a pole with lights. ']"
514826,Male,"a man in a dress shirt, tie, and a trucker hat",A man wearing a tie and apron.,A man with a tie and apron on.,"['a man in a dress shirt, tie, and a trucker hat', 'A man in a dress shirt, tie, and Milwaukee baseball cap stands in front of a textured glass block wall.', 'A person with a hat and a tie.', 'A bearded man wearing a tie and a baseball cap.', 'this is a man with a beard and some glasses']"
364596,Male,A man standing on the side of a road holding a protest.,A group of people protesting on a street.,A group of people holding signs and protesting.,"['A man standing on the side of a road holding a protest.', 'People are holding up handwritten signs near passing cars. ', 'Protesters hold up signs next to a busy street.', 'Protestors standing on a street corner holding signs as cars pass by.', 'The people are holding protest signs on the side of the road.']"
122981,Male,a small boy standing in front of a boat,A boy wearing a helmet and holding a baseball bat.,A boy is standing next to a truck with a man.,"['a small boy standing in front of a boat', 'A young boy wearing a hat that looks sad.', 'A bot stands in front of a bus, while other men look on.', 'A young boy in a sweatshirt and baseball cap by a bus', 'a couple of people that are standing next to a bus']"
435312,Female,a person taking a photo of a traffic light on a city street ,A woman standing on a street corner looking at a traffic light.,A woman standing in the middle of a street.,"['a person taking a photo of a traffic light on a city street ', 'A person taking a picture of a stoplight on the side of the street.', 'A person in a red shirt is taking a picture of a traffic light.', 'A woman taking a picture of a street traffic light.', 'A young lady is taking snap shots of the traffic light. ']"
193388,Female,She didn't expect that there would be this many birds to feed.,A man sitting on a bench feeding pigeons.,A man feeding pigeons on a bench in a park.,"[""She didn't expect that there would be this many birds to feed."", 'A woman sits on a bench feeding a huge flock of pigeons. ', 'The woman sits on a bench around a huge flock of pigeons. ', 'A man that is sitting down around a bunch of birds.', 'An elder man feeding pigeons on park bench']"
69805,Female,Colorful parrot sitting on top of a peace award in a restaurant. ,A colorful parrot perched on top of a wooden post.,A colorful parrot perched on a tree branch.,"['Colorful parrot sitting on top of a peace award in a restaurant. ', 'the way this picture was taken it looks like the parrot is larger than the lady', 'A colorful bird sits on a tree limb.', 'A very colorful parrot perched on a wooden branch watching people.', 'A bird that is sitting on a tree.']"
448211,Female,"The image shows a leafy backdrop with  part of a fence and a smiling woman, and an eagle swooping, improbably, from right above. ",A woman smiles as she holds a large bird.,A woman smiles as she flies a large bird.,"['The image shows a leafy backdrop with  part of a fence and a smiling woman, and an eagle swooping, improbably, from right above. ', 'A woman watches as a bald eagle flies by her.  ', 'Woman smiling while watching a bald eagle fly near.', 'A bald eagle that is flying over a woman.', 'A woman smiling for a picture, with a eagle above her.']"
457538,Male,A young boy wearing a red catchers mitt.,A young boy in a baseball uniform holding a baseball bat.,A young boy in a baseball uniform holding a bat.,"['A young boy wearing a red catchers mitt.', ""A little boy in a baseball uniform and a catcher's mitt."", 'A young boy posing for a picture holding a red glove.', 'There is a young boy in baseball clothes.', 'A small child is posing with a baseball uniform and glove.']"
116354,Female,"A man asleep on a park bench, with another empty bench next to him.",A woman laying on a bench next to a tree.,A woman is sleeping on a bench in the park.,"['A man asleep on a park bench, with another empty bench next to him.', 'Their is a woman lying on the bench.', 'a lady that is sitting on a park bench', 'A woman resting on a wooden park bench.', 'Woman trying to sleep on a bench in the park']"
553862,Female,Small group with a folding table next to a decorative old bus.,A group of people standing outside of a green bus.,A group of people standing outside of a bus.,"['Small group with a folding table next to a decorative old bus.', 'a bus parked in a field with a people standing outside', 'Group of people sitting around a green passenger bus. ', 'Bus modified to support a green hippie movement', 'Several men and women gather near a parked bus.']"
568439,Male,A couple of double high buses that are in the street.,Two double decker buses are parked on the side of the road.,Two double decker buses are parked on the side of the street.,"['A couple of double high buses that are in the street.', 'two public transit buses on a city street ', 'A man walking down a street past a double decker bus.', 'a couple of buses that are parked next to each other', 'Two double-decker buses going in opposite directions on a road.']"
555461,Male,a person at a table with a laptop ,A man wearing a hat and glasses sitting in front of a laptop computer.,A man wearing a yellow hat and glasses sitting at a table.,"['a person at a table with a laptop ', 'a man with a hat on sits in font of a laptop', 'A man sitting at a table with a laptop in front of him.', 'man in yellow outfit sitting before a apple computer', 'a man sitting in front of a laptop on a table']"
89150,Female,A group of people standing around a picnic table.,A group of people standing around a wooden bench.,A group of people standing next to each other near a wooden bench.,"['A group of people standing around a picnic table.', 'A couple of people posing for a picture with a beach behind them.', 'These people have a lot of gear for some sort of activity.', 'A group of elderly travelers around a bench near the ocean', 'Group of people posing for a photo next to a valley.']"
321476,Female,Woman eating on park bench pigeons around her,A woman sitting on a bench feeding birds.,A woman sitting on a bench feeding pigeons.,"['Woman eating on park bench pigeons around her', 'A woman sitting on top of a wooden bench.', 'A woman in a colorful headscarf sits eating on a bench surrounded by pigeons. ', 'The woman sits on a wooden bench near a large flock of pigeons. ', 'A woman with a blue head wrap sitting on a bench. ']"
17073,Male,Two people walking down the sidewalk with each other near a Street,A couple of people walking down a street under a street sign.,A couple walking down a street under a street sign.,"['Two people walking down the sidewalk with each other near a Street', 'a vintage photo of two people walking down a road ', 'Ironic picture of man and woman walking up a sidewalk under a ""Wrong Way"" sign.', 'A couple walking down a sidewalk under directional road signs.', 'Two people walking down the sidewalk with a ""wrong way"" street sign directly above them']"
18158,Male,a vintage photo of some people waiting for a bus ,A group of people waiting at a parking meter.,A group of people waiting at a bus stop.,"['a vintage photo of some people waiting for a bus ', 'Several people standing on a curb near a bus.', 'A black and white photo of people waiting for a bus.', 'A group of people waiting at a stop for a bus', 'a group of people that are standing in a field']"
396518,Female,A woman is steering a boat with a pole.,A woman in a hat is rowing a boat.,A woman in a hat is rowing a boat in the middle of a river.,"['A woman is steering a boat with a pole.', 'A woman sitting on the bow of a boat using a pole to pilot the boat.', 'A person holding a stick, pushing a boat near a bunch of bamboo reeds.', 'a man is sitting in a boat guiding down the stream', 'A women who is rowing on a boat.']"
325055,Male,A livestock competition where sheep are being judged.,A group of people sitting next to each other.,A group of men standing next to each other near a white sheep.,"['A livestock competition where sheep are being judged.', 'a group of people kneeling with sheep in a field ', 'Men are sitting with a animal of some kind.', 'A group of men holding sheep in a contest.', 'A man is holding a goat that he is inspecting.']"
3786,Female,Woman with bookin sat on sidewalk from the top view,A woman sitting on a bench reading a book.,A woman sitting on a bench with a book.,"['Woman with bookin sat on sidewalk from the top view', 'A pretty lady in a short dress reading a book.', 'A woman sitting on a bench with a book on her lap.', 'A woman that is sitting on a bench with a book.', 'A woman sitting on a bench with a book in her lap.']"
449156,Male,two people staging a protest against housing foreclosure,A man holding a stop sign while another man stands behind him.,A man holding a stop sign while standing next to another man.,"['two people staging a protest against housing foreclosure', 'A woman holding up a stop foreclosures sign.', 'some people a red and white sign and some trees', 'A woman holding a protest sign stands with a man under a tree.', 'a man and a women using  sign to protest.']"
16076,Male,A man who is making some gestures in front of a street sign.,A man is holding a cell phone near a parking meter.,A man is holding a skateboard on a street corner.,"['A man who is making some gestures in front of a street sign.', 'A man is standing on a street corner.', 'A man posing against a light post on a street', 'a man in black is standing on a street corner', 'A man in a dance pose at a street corner.']"
94871,Female,A group of people standing around sheep on a field.,A group of people standing next to a group of sheep.,A group of people standing next to sheep.,"['A group of people standing around sheep on a field.', 'People standing next to sheep and feeding them.', 'A crowd of people by the steps feed sheep.', 'a couple of men feed some sheep ', 'a number of people standing near a number of sheep ']"
390068,Male,People walk on the side of the street past a bus.,A group of people walking down a street next to a bus.,A man walking down a street next to a bus.,"['People walk on the side of the street past a bus.', 'Pedestrians, cars and buses pass by a busy street.', 'People walking down the street doing different things', 'A crowd of people walk along a sidewalk near a busy road.', 'A group of people walk alongside a bus in the city.']"
58137,Female,Several people walking on a platform next to a train.,A family walking down a street with a child.,A woman and a child walking down a street.,"['Several people walking on a platform next to a train.', 'A family walking towards a train station with a train parked outside.', 'People walking towards a rain station in the rain.', 'a woman wearing a dress with a big pink flower on the back of it ', 'A group of people walking down a  street on a wet sidewalk.']"
376236,Male,a young boy is feeding a large giraffe,A person feeding a giraffe with a stick.,A person feeding a giraffe at a zoo.,"['a young boy is feeding a large giraffe', 'From his hand, a young boy feeds a giraffe.', 'A giraffe is eating out of a kids hand.', 'a close up of a person feeding a giraffe ', 'A child feeding a giraffe from the palm of his hand.']"
299000,Male,A metro bus approaches an intersection where a traffic cop is directing traffic.,A man is walking towards a bus on the street.,A man is directing traffic on a busy street.,"['A metro bus approaches an intersection where a traffic cop is directing traffic.', 'a person walking on a street with a public transit bus ', 'A police officer crossing a crosswalk as a bus approaches.', 'A bus approaching a checkpoint or cross walk ', 'An officer is crossing the street with a bus approaching.']"
547336,Female,The woman sits on the curb writing on a notepad near a fire hydrant. ,A woman sitting on a toilet with a paper bag.,A woman sitting on a toilet with a cup of coffee.,"['The woman sits on the curb writing on a notepad near a fire hydrant. ', 'There is a woman sitting down with a notepad in her hand.', 'a woman sitting next to a fire hydrant with a notebook in hand', 'A young woman sitting on a curb next to a fire hydrant writing on a notepad.', 'there is a woman sitting outside writing and drinking coffee']"
374858,Male,A man sitting on a bench with a book and a bag. ,A man sitting on a bench with a book.,A man sitting on a park bench with a book bag.,"['A man sitting on a bench with a book and a bag. ', 'A man sits on a green bench reading a book.', 'The man is sitting on the bench by himself.', 'there is a man sitting on a bench reading', 'a person sitting on a bench near many trees ']"
458275,Male,A man with a tie and hat on standing in the grass. ,A man in a suit holding a stick in his hand.,A man in a suit holding a stick in a park.,"['A man with a tie and hat on standing in the grass. ', 'A man in a hat and suit playing crochet ', 'A man holding a mallet while standing next to a tree.', 'A man is standing in the grass with a crochet mallet.', 'Man in a suit jacket and hat holding a croquet mallet.']"
382557,Male,A group of Korean people watching a woman sign an important document.,A group of people sitting at a table with papers.,A group of people sitting at a table with a paper.,"['A group of Korean people watching a woman sign an important document.', 'Korean men stand on each side of a woman sitting at a fancy desk.', 'Seated woman signs paper while six standing men observe.', 'An older Asian woman signing an important document.', 'Men standing around a sitting woman writing on table']"
423694,Male,A man sitting on a chair on a boat dock.,A man sitting on a chair in front of the ocean.,A man sitting on a wooden post wearing a tie.,"['A man sitting on a chair on a boat dock.', 'A man sitting on a chair that is on a deck over the water.', 'A man wearing sunglasses sitting in a chair on a dock. ', 'A man sitting in a chair on a dock. ', 'A man sitting in a chair looking up and to the right']"
573349,Male,There are several people walking in a street parade.,A parade with people walking around in orange dresses.,A parade with people walking down the street.,"['There are several people walking in a street parade.', 'A couple of people walking during a parade.', 'Several older adults walk down the street in a parade.', 'people are lined in the streets watching a parade.', 'An assortment of people walking in a line down a road.']"
425000,Female,women in black coats walk along the sidewalk,Two women in black dress standing next to a black bike.,Two women in black dress standing next to each other.,"['women in black coats walk along the sidewalk', 'Three girls walking in front of a parking meter.', 'Three ladies walking down the street at night.', 'Three girls walking down the street at night', 'Three women walk down a sidewalk near a bike and a parking meter.']"
157771,Male,Professional speaker on stage pointing out his coworker,A man in a suit and tie standing in front of microphones.,A man in a suit and tie holding a microphone.,"['Professional speaker on stage pointing out his coworker', 'A politician smiles and looks with arm around an associate.', 'A man standing in front of microphones. ', 'a man standing in front of microphones with another person', 'A man with a tie on standing by microphones and pointing.']"
301684,Male,An elephant sitting while its trainer cleans it with a broom.,A man is standing next to a large elephant.,A man is standing next to an elephant in a cage.,"['An elephant sitting while its trainer cleans it with a broom.', 'A abusive animal trainer teaching an elephant to sit on command.', 'A handler working with an elephant that is sitting down.', 'A trainer training a elephant in a closed area.', 'A man sweeps an elephant with a broom.']"
367578,Male,A man in a tie waits in a room full of people.,A man in a blue shirt and tie sitting at a table.,A man in a tie and apron sitting at a table.,"['A man in a tie waits in a room full of people.', 'A man sitting at a table with many other people seated around him.', 'A man looks at the people in the building.', 'A balding man sitting at a cafe looks off into the distance.', 'a man wearing a tie sitting next to other people']"
413395,Male,A man sits on the couch with two cats on his lap.,A man sitting on a couch with a cat.,A man sitting on a couch with two cats.,"['A man sits on the couch with two cats on his lap.', 'A man resting on a couch with two different colored cats.', 'A man sitting on a couch has two cats on his lap.', 'A man and his two cats sitting on the couch.', 'a man sits on a couch with a couple of cats ']"
477069,Male,A brightly dressed woman is holding an umbrella.,A man walking down a street holding an umbrella.,A man and a woman walking down a street with an umbrella.,"['A brightly dressed woman is holding an umbrella.', 'A monk walking down the street while holding an umbrella.', 'A man and boy are talking behind a rickshaw.', ' A Buddhist monk talks to a boy on the street.', 'Person with umbrella talking to child on side of street.']"
215633,Male,A man dressed up and posing for a picture,A man in glasses and a tie is taking a selfie.,A man in glasses and a tie is taking a picture.,"['A man dressed up and posing for a picture', 'A hipster wearing glasses and a tie in front of a wooden wall.', 'A blonde haired male posing for a photo in a suit.', 'This man is wearing glasses in order to see better.', 'A person that is dressed nice taking a selfie.']"
247179,Male,A festival procession with decorated live elephants and uniformed people.,A parade with a large elephant with a long mane.,A group of people riding on the backs of elephants.,"['A festival procession with decorated live elephants and uniformed people.', 'Elephants decorated in lights with men on street.', 'A parade with floats that have many lights.', 'Several people with elephants that have lights on them.', 'A group of people that are standing near elephants.']"
406147,Female,A group of girls sitting on a towel under an umbrella.,A group of women sitting on the ground under an umbrella.,A group of women sitting on a blanket on the street.,"['A group of girls sitting on a towel under an umbrella.', 'Three girls hanging out together on a nice day.', '3 young women sitting on blankets on a stone top. ', 'A group of girls sitting outside holding umbrellas and a camera.', 'Three women sit on the beach with two of them holding onto some umbrellas. ']"
177064,Female,A woman standing in a grove while holding a black umbrella,A woman holding an umbrella walking through a forest.,A woman holding an umbrella standing in a forest.,"['A woman standing in a grove while holding a black umbrella', 'A woman dressed in black holding a black umbrella on a tree-lined lane.', 'A woman with an umbrella standing alone in the woods.', 'A girl with an umbrella standing in a path way with trees on both sides', 'I women standing in a path between trees. ']"
357383,Male,Man reading a book with large square glasses.,A man in glasses is holding a book.,A man holding a book in his hands.,"['Man reading a book with large square glasses.', 'A man with glasses is photographed while holding a book.', 'A nerd looking through a book while wearing glasses.', 'A man looking at the camera while holding a book.', 'A young man wearing glasses holds an open copy of The Watchmen graphic novel.']"
110434,Male,A man in an elevator listening to music on his iPhone. ,A man in a jacket and tie is taking a selfie.,A man in a hoodie taking a selfie with his cell phone.,"['A man in an elevator listening to music on his iPhone. ', 'A man in an elevator take a picture of himself.', 'A hipster taking a pic of himself in an elevator mirror.', 'A man wearing a hoodie with a cell phone in an elevator', 'A man inside an elevator holding a mobile device.']"
75023,Female,Two women stand under an umbrella at the beach. ,Two women on the beach with a rainbow umbrella.,Two women standing on a beach under a colorful umbrella.,"['Two women stand under an umbrella at the beach. ', 'Two young women stand on a sandy beach while holding a colorful umbrella.', 'Two young women standing under a large umbrella on the beach.', 'Two people that are holding an umbrella at the beach.', 'Two girls are holding a beach umbrella on the sand.']"
372300,Male,A man wearing a polo and a tie posing.,A man with a tie and a shirt.,A man with a tie standing in a room.,"['A man wearing a polo and a tie posing.', 'a man with a tshirt and tie staring into the camera', 'A young man in a shirt and tie against a wall.', 'A young man has a striped t shirt and a tie on.', 'a man that has  a shirt and tie on']"
224662,Male,An old self portrait of a man dressed nice.,A man in a suit and tie in front of a wall.,A man in a suit and tie is posing for a picture.,"['An old self portrait of a man dressed nice.', 'A black and white headshot of a man of a suit is shown.', 'A young man is posing in a suit in a portrait.', 'This is a sepia photograph of a young man.', 'An old framed black and white photo of a man in a suit expressionless. ']"
295412,Male,A man is standing next to the shell of a boat.,A man standing next to a boat on a dirt floor.,A man standing next to a boat with a wooden barrel.,"['A man is standing next to the shell of a boat.', 'A man leaning on a unfinished canoe. ', 'A man standing next to a long wooden boat.', 'A man with a boat that is being constructed.', 'A man leaning up against a boat that is almost finished being built.']"
275198,Female,A group of people holding umbrellas eating a meal outdoors.,A group of people sitting at a table with umbrellas.,A group of people sitting at a table under an umbrella.,"['A group of people holding umbrellas eating a meal outdoors.', 'A woman standing next to a table covered with plates of mostly eaten food.', 'A family holding umbrellas at a backyard barbecue.', 'A family having lunch in their backyard in the rain.', 'A group of people around a metal table with umbrellas.']"
195098,Male,A business man in a suit at a restaurant.,A man in a suit and tie smiles at the camera.,A man in a suit and tie smiles for the camera.,"['A business man in a suit at a restaurant.', 'A man in a suit and tie getting his picture taken.', 'A man with a tie in a fancy diner with other people.', 'A man wearing glasses is wearing a suit and tie.', 'A man in suit and tie smiles at the camera.']"
177015,Male,A man using his laptop computer while a cat sits on his lap.,A man sitting on a couch with a cat on his lap.,A man with a cat on his lap is using a laptop.,"['A man using his laptop computer while a cat sits on his lap.', 'A man sitting in a chair with a cat and a laptop.', ""A cat sitting on the man's lap while the man types on the laptop. "", 'An Apple user and his faithful cat surf the web.', 'a man using his laptop while his cat looks at the screen']"
330478,Female,A girl checks her list while standing with her luggage.,A woman standing on a train station platform with a suitcase.,A woman with a backpack and a suitcase waiting for a train.,"['A girl checks her list while standing with her luggage.', 'A woman holding a tablet next to a blue piece of luggage.', 'A woman waits next to the track with her luggage.', 'A female with blue luggage awaits her train.', 'A woman with a suitcase reading a book on a train platform.']"
500018,Male,A person standing in front of an elephant that is laying down.,A person is holding an elephant's trunk while another person is kneeling down.,A person is holding an object in their hand.,"['A person standing in front of an elephant that is laying down.', 'A mam holding the tail of an elephant.', ""A man with an instrument holds an elephant's trunk."", ""A wildlife manager examines an Elephant laying on it's side."", ""A man takes a picture of an elephant's trunk.""]"
397705,Male,A man laying in bed with a book and three cats.,A man laying in bed with two cats and a bottle of milk.,A man laying in bed with two cats and a bottle of water.,"['A man laying in bed with a book and three cats.', 'A man is sleeping with two cats and a book.', 'A man laying in a bed with three cats.', 'A man with his cats lying in bed.', 'A man is sleeping wearing glasses under a pink, black and white quilt while two cats sleep with him.']"
332869,Male,A little boy running towards a green Frisbee.,A young boy running through a field with a Frisbee.,A young boy is running in a field with a Frisbee.,"['A little boy running towards a green Frisbee.', 'A young boy in  a grassy field getting a frisbee.', 'A toddler running after a Frisbee on the grass. ', 'a small boy is running towards a green frisbee', 'A child is running towards a Frisbee on the ground.']"
568814,Male,A man with a bear sitting with his arms crossed and his tie over his left shoulder.,A man with a beard and a tie is staring straight ahead.,A man with a beard and a tie is looking at the camera.,"['A man with a bear sitting with his arms crossed and his tie over his left shoulder.', 'A man with a beard in a tie sits with his arms crossed.', 'a man with a beard and a gray shirt and tie', 'A man with a tie is staring at something.', 'Man with beard folding arms with tie over shoulder.']"
32056,Male,A man making the live long and prosper sign from star trek.,A man in a vest and tie holding a hair dryer.,A man in a vest and tie is making a funny gesture.,"['A man making the live long and prosper sign from star trek.', 'a young man standing in a room making the vulcan hand symbol\n', ""A young man making the Vulcan sign for 'live long and prosper'."", 'A teen in a school uniform makes a Vulcan hand sign.', 'A male student making the Vulcan sign and smiling.']"
16598,Female,A girl with blue hair is taking a self portrait. ,A woman with blue hair taking a selfie.,A woman with blue hair taking a selfie in a mirror.,"['A girl with blue hair is taking a self portrait. ', 'a girl with her cell phone tie and blue hair', 'a woman with blue hair holding her phone up', 'A woman with blue hair is taking a selfie.', 'A woman who dyed her hair blue wearing all blue. ']"
292118,Male,A man wearing a parking meter repair jacket pushing a cart down a sidewalk.,A man walking down a street with a parking meter.,A man walking down a street with a bag of luggage.,"['A man wearing a parking meter repair jacket pushing a cart down a sidewalk.', 'a man on the street  with some tools', 'A man walking down the sidewalk with a cart.', 'A parking meter repair person walking down the street.', 'A parking meter repair man walking down a street.']"
269280,Male,A man wearing a hat and tie looking at a paper.,A man wearing a hat and tie looking at a cellphone.,A man wearing a hat and tie looking at a laptop.,"['A man wearing a hat and tie looking at a paper.', 'A man outside being very attentive to something.', 'A man in a hat and tie draws while outside.', 'A young man in a tie and fedora sitting outside.', 'A young man wearing a hat looking at a piece of paper']"
349611,Male,A man wearing a black and purple outer garment with a paisley tie.,A man wearing a purple tie and a black jacket.,A man wearing a black and white striped tie.,"['A man wearing a black and purple outer garment with a paisley tie.', 'A man in a robe is wearing a paisley tie.', 'A graduate wears his gown while waiting for graduation.', 'A man is wearing a robe and a tie.', 'man in a black and purple robe with a tie']"
143458,Male,a man with a drink wearing  a suit and green tie,A man in a suit and tie holding a glass of wine.,A man in a suit and tie holding a white and green tie.,"['a man with a drink wearing  a suit and green tie', 'A man in a suit at wedding reception holding his drink and wiping his forhead.', 'A man holds his hand up to his eye at a formal gathering.', 'A man holding his hand to his forehead with  a drink in the other hand.', 'A man wiping off his brow at a wedding.']"
450970,Male,A group of men carrying luggage standing next to a  busy street.,A group of people standing around a parking lot.,A group of people standing around a car.,"['A group of men carrying luggage standing next to a  busy street.', 'Several people standing on a curb with stacked luggage.', 'A bunch of travelers with their suitcases waiting for transportation.', 'Guests wait for transportation to leave a hotel.', 'Black and white photo of people leaving an area.']"
543895,Male,Two men squatting outside a store looking at a frisbee.,A man checks his phone while another man looks on.,A group of men standing around a building.,"['Two men squatting outside a store looking at a frisbee.', 'two men with a yellow frisbee kneeling outside  a jewelry store', 'Two men holding luggage and a frisbee on a sidewalk.', 'Two men squatting over a bag on a sidewalk looking at a frisbee.', 'Two men kneeling on the corner of a street outside of Swarvoski.']"
531581,Male,Three young children who appear to be impoverished stand together in the street.,Three children are standing together in the dirt.,A group of children standing next to each other.,"['Three young children who appear to be impoverished stand together in the street.', 'Three little boys, one with a dirty face and sad faces.', 'Three children stand huddled together with solemn expressions on their faces.', 'A group of young boys standing next to each other on a beach.', 'Three children standing together on top of a concrete surface.']"
490178,Male,a small child holding on to his luggage,A young boy is pulling a piece of luggage.,A young boy holding a piece of luggage.,"['a small child holding on to his luggage', 'a small child holds onto a piece of luggage.', 'A small person handles a suitcase in a terminal.', 'A little boy stands looking away from the camera holding on to a red suitcase.', 'A boy with his luggage in an airport.']"
465180,Male,People with elephants doing various activities in a river.,A group of people washing elephants in a river.,A group of people are washing elephants in the water.,"['People with elephants doing various activities in a river.', 'A group of people in a body of water with some elephants.', 'A group of elephants being cleaned by their handlers in a river.', 'People riding and washing elephants in a stream.', 'A group of people in the water helping some elephants.']"
201305,Female,A young girl standing on a red carpet with her leg up in the air.,A woman in a blue dress is holding a parasol.,A woman in a white dress holding a parasol.,"['A young girl standing on a red carpet with her leg up in the air.', 'A Chinese girl performing a traditional Chinese dance.', 'A lady wearing a China dress is posing with an umbrella.', 'An Oriental dancer using a fan of sorts for the dance.', 'An asian girl is posing with a little umbrella.']"
